Name,Price,Location,Mileage,URL
2007 Honda civic EX Sedan 4D,"$2,500","Monsey, NY",162K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,900","Bronx, NY",103K miles,https://www.facebook.comN/A
2003 Honda civic LX Coupe 2D,"$3,400","Newburgh, NY",149K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$2,000","Garfield, NJ",75K miles,https://www.facebook.comN/A
2008 Honda civic,"$3,500","Bronx, NY",175K miles,https://www.facebook.comN/A
2003 Honda civic lcx,"$4,300","Hopatcong, NJ",97K miles,https://www.facebook.comN/A
2010 Honda civic LX Sedan 4D,"$5,000","Huntington, NY",150K miles,https://www.facebook.comN/A
2003 Honda civic EX Coupe 2D,"$3,500","Queens Village, NY",150K miles,https://www.facebook.comN/A
2009 Honda accord LX Sedan 4D,"$4,950","Little Falls, NJ",152K miles,https://www.facebook.comN/A
2008 Honda civic LX Coupe 2D,"$3,200","Kingston, NY",166K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$5,000","Commack, NY",98K miles,https://www.facebook.comN/A
2004 Honda civic LX Sedan 4D,"$1,200","West Nyack, NY",177K miles,https://www.facebook.comN/A
2009 Honda civic DX Sedan 4D,"$4,800","Babylon, NY",147K miles,https://www.facebook.comN/A
2010 Honda civic EX Sedan 4D,"$4,900","Yonkers, NY",102K miles,https://www.facebook.comN/A
2008 Honda civic Hybrid Sedan 4D,"$3,000","Wallington, NJ",112K miles,https://www.facebook.comN/A
2005 Honda civic LX Special Edition Sedan 4D,"$3,599","Bridgeport, CT",123K miles,https://www.facebook.comN/A
2006 Honda civic EX Sedan 4D,"$4,500","Danbury, CT",97K miles,https://www.facebook.comN/A
2008 Honda accord ex-l,"$4,200","Freeport, NY",150K miles,https://www.facebook.comN/A
2009 Honda civic EX Sedan 4D,"$4,900","Brooklyn, NY",103K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$2,500","Orange, NJ",153K miles,https://www.facebook.comN/A
2008 Honda fit Sport Hatchback 4D,"$3,500","Bridgeport, CT",100K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,950","Dover, NJ",160K miles,https://www.facebook.comN/A
2009 Honda civic,"$5,000","Bronx, NY",104K miles,https://www.facebook.comN/A
2009 Honda civic DX Sedan 4D,"$4,500","Carteret, NJ",160K miles,https://www.facebook.comN/A
2009 Honda civic EX Sedan 4D,"$1,000","New York, NY",140K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$3,800","Newark, NJ",170K miles,https://www.facebook.comN/A
2010 Honda civic EX Sedan 4D,"$4,900","White Plains, NY",103K miles,https://www.facebook.comN/A
2008 Honda civic EX Sedan 4D,"$2,900","Great Neck, NY",156K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,775","Commack, NY",N/A,https://www.facebook.comN/A
2008 Honda civic EX Sedan 4D,"$4,500","West Hartford, CT",150K miles,https://www.facebook.comN/A
2007 Honda civic EX Coupe 2D,"$5,000","Ossining, NY",119K miles,https://www.facebook.comN/A
2001 Honda civic LX Sedan 4D,"$4,000","Middle Village, NY",75K miles,https://www.facebook.comN/A
2009 Honda civic LX Sedan 4D,"$4,200","Verplanck, NY",157K miles,https://www.facebook.comN/A
2010 Honda civic DX Sedan 4D,"$4,500","Manchester, CT",149K miles,https://www.facebook.comN/A
2009 Honda civic EX Sedan 4D,"$3,995","Cromwell, CT",127K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,999","Torrington, CT",130K miles,https://www.facebook.comN/A
2007 Honda civic LX Sedan 4D,"$4,000","Allentown, PA",129K miles,https://www.facebook.comN/A
2008 Honda civic EX Coupe 2D,"$4,295","Old Forge, PA",168K miles,https://www.facebook.comN/A
2010 Honda civic EX Coupe 2D,"$3,600","Plainfield, NJ",177K miles,https://www.facebook.comN/A
2008 Honda civic EX-L Coupe 2D,"$3,000","Bronx, NY",145K miles,https://www.facebook.comN/A
2008 Honda civic EX-L Coupe 2D,"$4,800","Woodside, NY",122K miles,https://www.facebook.comN/A
2008 Honda civic,"$5,000","North Brunswick, NJ",121K miles,https://www.facebook.comN/A
2008 Honda accord EX-L Sedan 4D,"$4,999","Paterson, NJ",115K miles,https://www.facebook.comN/A
2003 Honda civic,"$1,000","New York, NY",131K miles,https://www.facebook.comN/A
2006 Honda civic ex,"$4,600","Kenilworth, NJ",106K miles,https://www.facebook.comN/A
2008 Honda civic EX Sedan 4D,"$3,900","Brooklyn, NY",173K miles,https://www.facebook.comN/A
2006 Honda civic LX Coupe 2D,"$3,600","Jamaica, NY",167K miles,https://www.facebook.comN/A
2003 Honda civic LX Sedan 4D,"$1,200","Jamaica, NY",142K miles,https://www.facebook.comN/A
2008 Honda civic EX Sedan 4D,"$5,000","Beverly, NJ",142K miles,https://www.facebook.comN/A
2006 Honda civic LX Coupe 2D,"$5,000","Lebanon, PA",71K miles,https://www.facebook.comN/A
2000 Honda civic LX Sedan 4D,"$2,800","Staten Island, NY",135K miles,https://www.facebook.comN/A
2010 Honda civic Hybrid Sedan 4D,"$3,800","Philadelphia, PA",158K miles,https://www.facebook.comN/A
2010 Honda civic EX Sedan 4D,"$1,234","Staten Island, NY",111K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,410","Clifton, NJ",170K miles,https://www.facebook.comN/A
2002 Honda civic LX Sedan 4D,"$3,499","Plymouth Meeting, PA",120K miles,https://www.facebook.comN/A
2004 Honda civic EX Coupe 2D,"$4,900","Manassas, VA",63K miles,https://www.facebook.comN/A
2007 Honda civic,"$3,500","Peekskill, NY",93K miles,https://www.facebook.comN/A
2010 Honda civic LX Coupe 2D,"$4,000","Linden, NJ",151K miles,https://www.facebook.comN/A
2004 Honda civic EX Sedan 4D,"$3,150","Abington, PA",149K miles,https://www.facebook.comN/A
2009 Honda civic LX Sedan 4D,"$3,900","New York, NY",174K miles,https://www.facebook.comN/A
2010 Honda civic EX Coupe 2D,"$2,700","Somerset, NJ",180K miles,https://www.facebook.comN/A
2005 Honda civic Value Coupe 2D,"$2,700","Medford, NY",140K miles,https://www.facebook.comN/A
2008 Honda accord EX Sedan 4D,"$4,000","Brooklyn, NY",114K miles,https://www.facebook.comN/A
2005 Honda civic,"$1,900","Jamaica, NY",142K miles,https://www.facebook.comN/A
2008 Honda civic DX Sedan 4D,"$4,800","Fort Washington, MD",123K miles,https://www.facebook.comN/A
2003 Honda civic LX Sedan 4D,"$3,800","Poughkeepsie, NY",137K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$3,400","Bound Brook, NJ",169K miles,https://www.facebook.comN/A
2010 Honda civic DX Sedan 4D,"$5,000","Chelmsford, MA",97K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$3,400","Somers, NY",162K miles,https://www.facebook.comN/A
2006 Acura rsx Sport Coupe 2D,"$4,000","Clifton, NJ",150K miles,https://www.facebook.comN/A
2007 Honda civic 5 speed,"$3,500","Medford, NY",160K miles,https://www.facebook.comN/A
2008 Honda civic hybrid,"$4,444","Passaic, NJ",N/A,https://www.facebook.comN/A
2007 Honda civic Hybrid Sedan 4D,"$4,200","Keyport, NJ",130K miles,https://www.facebook.comN/A
2009 Honda civic Hybrid Sedan 4D,"$4,900","Poughkeepsie, NY",153K miles,https://www.facebook.comN/A
2004 Honda civic Si Hatchback 2D,"$5,000","Roselle, NJ",92K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$3,600","Mine Hill, NJ",160K miles,https://www.facebook.comN/A
2009 Toyota matrix XRS Sport Wagon 4D,"$4,900","Newark, NJ",134K miles,https://www.facebook.comN/A
2010 Honda civic LX Sedan 4D,"$2,000","New Rochelle, NY",N/A,https://www.facebook.comN/A
2009 Honda civic DX Sedan 4D,"$4,800","Morristown, NJ",121K miles,https://www.facebook.comN/A
2007 Honda accord VP Sedan 4D,"$3,400","Lodi, NJ",180K miles,https://www.facebook.comN/A
2009 Honda accord EX-L Sedan 4D,"$3,900","New York, NY",105K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$3,899","Philadelphia, PA",141K miles,https://www.facebook.comN/A
2003 Acura rsx Sport Coupe 2D,"$5,000","Lakewood, NJ",103K miles,https://www.facebook.comN/A
2008 Honda civic EX Sedan 4D,"$3,300","York, PA",140K miles,https://www.facebook.comN/A
2003 Honda civic LX Sedan 4D,"$1,200","Jamaica, NY",142K miles,https://www.facebook.comN/A
2008 Acura tl 3.2 Sedan 4D,"$1,700","Queens Village, NY",162K miles,https://www.facebook.comN/A
2008 Honda civic,"$3,980","Far Rockaway, NY",N/A,https://www.facebook.comN/A
2003 Honda civic EX Sedan 4D,"$1,200","South Richmond Hill, NY",116K miles,https://www.facebook.comN/A
2007 Honda civic,"$4,000","Holbrook, NY",143K miles,https://www.facebook.comN/A
2007 Honda civic LX Sedan 4D,"$4,900","Union City, NJ",147K miles,https://www.facebook.comN/A
2007 Honda civic LX Sedan 4D,"$1,800","Hempstead, NY",131K miles,https://www.facebook.comN/A
2009 Honda accord EX-L Coupe 2D,"$3,600","Orangeburg, NY",170K miles,https://www.facebook.comN/A
2003 Honda accord,"$2,800","Montclair, NJ",160K miles,https://www.facebook.comN/A
2004 Honda civic EX Sedan 4D,"$4,300","Hightstown, NJ",130K miles,https://www.facebook.comN/A
2006 Honda cr-v EX Sport Utility 4D,"$4,500","Danbury, CT",84K miles,https://www.facebook.comN/A
2010 Toyota prius I Hatchback 4D,"$3,995","Jersey City, NJ",N/A,https://www.facebook.comN/A
2009 Honda civic EX Sedan 4D,"$3,999","Philadelphia, PA",165K miles,https://www.facebook.comN/A
2006 Honda civic,"$3,300","Philadelphia, PA",142K miles,https://www.facebook.comN/A
2010 Honda civic LX Sedan 4D,"$3,700","Brick, NJ",179K miles,https://www.facebook.comN/A
2007 Honda cr-v EX Sport Utility 4D,"$5,000","Paterson, NJ",116K miles,https://www.facebook.comN/A
2000 Honda civic EX Coupe 2D,"$3,500","Wading River, NY",145K miles,https://www.facebook.comN/A
2010 Honda fit Hatchback 4D,"$4,900","Rutherford, NJ",63K miles,https://www.facebook.comN/A
2010 Toyota corolla LE Sedan 4D,"$4,500","Jersey City, NJ",97K miles,https://www.facebook.comN/A
2005 Infiniti g35,"$4,600","College Point, NY",135K miles,https://www.facebook.comN/A
2001 Honda accord EX Sedan 4D,"$4,500","Newark, NJ",160K miles,https://www.facebook.comN/A
2009 Honda civic LX Sedan 4D,"$4,500","Rochester, NY",133K miles,https://www.facebook.comN/A
2007 Honda civic LX Sedan 4D,"$4,700","Newark, NJ",127K miles,https://www.facebook.comN/A
2000 Honda civic EX Coupe 2D,"$3,500","Wading River, NY",145K miles,https://www.facebook.comN/A
2007 Honda civic DX Coupe 2D,"$3,000","Newark, NJ",153K miles,https://www.facebook.comN/A
2010 Honda accord LX Sedan 4D,"$4,300","Fair Lawn, NJ",125K miles,https://www.facebook.comN/A
2006 Honda civic LX Sedan 4D,"$4,750","Medford, NY",129K miles,https://www.facebook.comN/A
2004 Honda civic DX Sedan 4D,"$2,250","Windber, PA",139K miles,https://www.facebook.comN/A
2010 Honda civic EX-L Sedan 4D,"$2,500","Huntington Station, NY",140K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,600","Newark, NJ",116K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$4,600","Dover, NJ",159K miles,https://www.facebook.comN/A
2001 Honda civic DX Coupe 2D,"$1,980","New York, NY",160K miles,https://www.facebook.comN/A
2004 Honda civic LX Coupe 2D,"$3,200","Bronx, NY",87K miles,https://www.facebook.comN/A
2010 Honda civic LX Coupe 2D,"$5,000","Philadelphia, PA",90K miles,https://www.facebook.comN/A
2006 Honda civic EX Sedan 4D,"$3,800","Philadelphia, PA",163K miles,https://www.facebook.comN/A
2010 Honda civic,"$5,000","Philadelphia, PA",120K miles,https://www.facebook.comN/A
2001 Honda civic EX Coupe 2D,"$4,250","Linden, NJ",108K miles,https://www.facebook.comN/A
2003 Honda civic,"$2,300","Flushing, NY",160K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,995","Neptune City, NJ",148K miles,https://www.facebook.comN/A
2002 Honda civic LX Sedan 4D,"$2,895","Hartford, CT",144K miles,https://www.facebook.comN/A
2008 Honda civic,"$4,750","Norristown, PA",180K miles,https://www.facebook.comN/A
2010 Honda insight LX Hatchback 4D,"$4,790","North Bergen, NJ",159K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$4,500","Clifton Heights, PA",137K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,750",N/A,176K miles,https://www.facebook.comN/A
2004 Honda civic LX Coupe 2D,"$3,500","Pitman, NJ",141K miles,https://www.facebook.comN/A
2009 Honda civic EX-L Coupe 2D,"$4,600","Bronx, NY",109K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$4,995","Manasquan, NJ",148K miles,https://www.facebook.comN/A
2007 Honda civic Hybrid Sedan 4D,"$4,000","East Hampton, NY",153K miles,https://www.facebook.comN/A
2005 Honda civic EX Sedan 4D,"$3,900","Norristown, PA",152K miles,https://www.facebook.comN/A
2005 Honda civic LX Sedan 4D,"$3,900","Springfield, PA",144K miles,https://www.facebook.comN/A
2004 Honda civic Hybrid Sedan 4D,"$1,500","Plainfield, NJ",125K miles,https://www.facebook.comN/A
2004 Honda civic EX Sedan 4D,"$3,500","Yonkers, NY",173K miles,https://www.facebook.comN/A
2009 Honda accord EX Sedan 4D,"$3,900","Whitestone, NY",148K miles,https://www.facebook.comN/A
2009 Honda accord EX-L Sedan 4D,"$4,900","Philadelphia, PA",120K miles,https://www.facebook.comN/A
2004 Honda civic,"$3,600","Newark, DE",132K miles,https://www.facebook.comN/A
2005 Honda civic EX Special Edition Sedan 4D,"$1,400","Bristol, CT",175K miles,https://www.facebook.comN/A
2008 Honda civic,"$3,500","Beacon, NY",112K miles,https://www.facebook.comN/A
2007 Honda accord EX-L Coupe 2D,"$3,000","Brooklyn, NY",151K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$4,800","North Bergen, NJ",N/A,https://www.facebook.comN/A
2002 Honda civic EX Sedan 4D,"$2,500","Newburgh, NY",145K miles,https://www.facebook.comN/A
2009 Honda accord LX-S Coupe 2D,"$3,900","Quakertown, PA",N/A,https://www.facebook.comN/A
2000 Honda civic LX Sedan 4D,"$1,234","Brooklyn, NY",120K miles,https://www.facebook.comN/A
2002 Honda civic EX Sedan 4D,"$3,500","Warren, NJ",118K miles,https://www.facebook.comN/A
2006 Honda accord EX Sedan 4D,"$4,500","Freeport, NY",108K miles,https://www.facebook.comN/A
2009 Honda civic DX Sedan 4D,"$4,999","Rochester, NY",145K miles,https://www.facebook.comN/A
2003 Honda civic Si Hatchback 2D,"$1,500","Elizabeth, NJ",177K miles,https://www.facebook.comN/A
2002 Honda civic LX Coupe 2D,"$3,000","Jersey City, NJ",177K miles,https://www.facebook.comN/A
2008 Toyota camry XLE Sedan 4D,"$3,599","Cromwell, CT",115K miles,https://www.facebook.comN/A
2000 Honda civic LX Sedan 4D,"$3,000","Bayville, NJ",165K miles,https://www.facebook.comN/A
2008 BMW 1 series 128i Coupe 2D,"$3,000","Springfield, NJ",135K miles,https://www.facebook.comN/A
2007 Honda accord EX Sedan 4D,"$4,799","Beacon, NY",N/A,https://www.facebook.comN/A
2007 Honda accord EX-L Sedan 4D,"$2,700","Stratford, CT",142K miles,https://www.facebook.comN/A
2007 Honda civic EX Sedan 4D,"$4,800","Philadelphia, PA",132K miles,https://www.facebook.comN/A
2003 Toyota corolla LE Sedan 4D,"$3,450","Ridgefield Park, NJ",84K miles,https://www.facebook.comN/A
2004 Honda accord DX Sedan 4D,"$3,800","Bronx, NY",162K miles,https://www.facebook.comN/A
2008 Honda civic DX Coupe 2D,"$4,500","Florence, NJ",122K miles,https://www.facebook.comN/A
2009 Honda accord LX Sedan 4D,"$2,500","Jamaica, NY",117K miles,https://www.facebook.comN/A
2008 Honda accord EX-L Coupe 2D,"$5,000","Hawley, PA",70K miles,https://www.facebook.comN/A
2009 Honda accord EX-L Sedan 4D,"$2,000","Paterson, NJ",136K miles,https://www.facebook.comN/A
2010 Honda accord LX Sedan 4D,"$4,850","Bronx, NY",122K miles,https://www.facebook.comN/A
2005 Honda civic Hybrid Sedan 4D,"$3,000","Reading, PA",104K miles,https://www.facebook.comN/A
2008 Honda accord EX-L Sedan 4D,"$4,950","Deer Park, NY",150K miles,https://www.facebook.comN/A
2009 Toyota camry SE Sedan 4D,"$4,499","Brooklyn, NY",125K miles,https://www.facebook.comN/A
2009 Honda civic EX Sedan 4D,"$4,900","Brentwood, NY",164K miles,https://www.facebook.comN/A
2008 Honda civic LX Sedan 4D,"$3,800","Philadelphia, PA",125K miles,https://www.facebook.comN/A
2003 Honda accord EX-L Sedan 4D,"$2,200","Roselle, NJ",N/A,https://www.facebook.comN/A
2007 Honda civic LX Sedan 4D,"$4,200","West New York, NJ",148K miles,https://www.facebook.comN/A
2010 Nissan altima 2.5 S Sedan 4D,"$3,500","Bensalem, PA",180K miles,https://www.facebook.comN/A
2010 Honda accord crosstour EX Sport Utility 4D,"$3,200","St Albans, NY",114K miles,https://www.facebook.comN/A
2004 Honda accord EX Sedan 4D,"$3,800","Larchmont, NY",N/A,https://www.facebook.comN/A
2006 Honda civic LX Sedan 4D,"$4,950","Medford, NY",128K miles,https://www.facebook.comN/A
2009 Audi a4 2.0T Quattro Special Edition Cabriolet 2D,"$3,900","Hillside, NJ",118K miles,https://www.facebook.comN/A
2010 Honda accord EX-L Sedan 4D,"$4,300","Bayonne, NJ",172K miles,https://www.facebook.comN/A
2002 Honda accord,"$1,600","St Albans, NY",146K miles,https://www.facebook.comN/A
2008 Honda accord EX Sedan 4D,"$3,800","Newark, NJ",160K miles,https://www.facebook.comN/A
2009 Honda cr-v EX Sport Utility 4D,"$4,850","Belleville, NJ",174K miles,https://www.facebook.comN/A
2003 Acura rsx Sport Coupe 2D,"$4,500","Staten Island, NY",150K miles,https://www.facebook.comN/A
2009 Honda civic,"$4,499","Clifton Park, NY",162K miles,https://www.facebook.comN/A
2010 Nissan altima 3.5 SR Coupe 2D,"$4,700","East Orange, NJ",160K miles,https://www.facebook.comN/A
2003 Honda civic LX Sedan 4D,"$3,750","Johnston, RI",151K miles,https://www.facebook.comN/A
2010 Honda accord EX-L Sedan 4D,"$1,400","Rutherford, NJ",150K miles,https://www.facebook.comN/A
2007 Honda accord LX Sedan 4D,"$1,000","Haledon, NJ",166K miles,https://www.facebook.comN/A
2007 Honda accord LX Sedan 4D,"$3,500","Matawan, NJ",110K miles,https://www.facebook.comN/A
2006 Acura rsx Sport Coupe 2D,"$5,000","Carlstadt, NJ",159K miles,https://www.facebook.comN/A
2005 Honda civic DX Sedan 4D,"$1,600","Front Royal, VA",165K miles,https://www.facebook.comN/A
2001 Honda accord LX Sedan 4D,"$2,200","Piscataway, NJ",147K miles,https://www.facebook.comN/A
2006 Honda civic EX Coupe 2D,"$3,600","Allentown, PA",180K miles,https://www.facebook.comN/A
2007 Land Rover range rover sport Supercharged Sport Utility 4D,"$4,500","Bridgeport, CT",119K miles,https://www.facebook.comN/A
2007 Honda accord LX Sedan 4D,"$4,200","Mt Holly, NJ",166K miles,https://www.facebook.comN/A
2009 Honda accord EX-L Coupe 2D,"$3,000","Deer Park, NY",110K miles,https://www.facebook.comN/A
"2008 Toyota rav4 ""Sport"" Sport Utility 4D","$4,950","Parlin, NJ",149K miles,https://www.facebook.comN/A
2004 Honda civic LX Sedan 4D,"$1,300","Jackson Heights, NY",180K miles,https://www.facebook.comN/A
2006 Honda civic LX Sedan 4D,"$4,750","Halethorpe, MD",132K miles,https://www.facebook.comN/A
2002 Honda civic DX Coupe 2D,"$3,500","White Plains, NY",118K miles,https://www.facebook.comN/A
"2007 Honda civic ex coupe 2d🚗 text me or call me📲(973)388-0756, se habla espaÑol","$4,999","Newark, NJ",131K miles,https://www.facebook.comN/A
2008 Honda civic EX-L Sedan 4D,"$4,850","Corona, NY",108K miles,https://www.facebook.comN/A
2004 Honda civic EX Sedan 4D,"$5,000","Huntington Station, NY",138K miles,https://www.facebook.comN/A
2009 Honda accord EX Sedan 4D,"$1,800","Newark, DE",147K miles,https://www.facebook.comN/A
2009 Smart fortwo Passion Cabriolet 2D,"$4,050","Paterson, NJ",90K miles,https://www.facebook.comN/A
2004 Acura tsx Sedan 4D,"$4,000","Trenton, NJ",169K miles,https://www.facebook.comN/A
2000 Honda civic LX Sedan 4D,"$4,000","New Haven, CT",158K miles,https://www.facebook.comN/A
2010 Honda civic EX-L Sedan 4D,"$4,950","Birdsboro, PA",160K miles,https://www.facebook.comN/A
2000 Honda civic DX Hatchback 2D,"$2,700","Bath, PA",172K miles,https://www.facebook.comN/A
2009 Honda civic EX Sedan 4D,"$4,200","Wolcott, CT",175K miles,https://www.facebook.comN/A
2010 Honda accord LX Sedan 4D,"$5,000","Paterson, NJ",165K miles,https://www.facebook.comN/A
2000 Honda civic EX Coupe 2D,"$3,499","Scranton, PA",168K miles,https://www.facebook.comN/A
2003 Honda accord EX Coupe 2D,"$4,000","Bethlehem, PA",131K miles,https://www.facebook.comN/A
2009 Honda civic LX Sedan 4D,"$5,000","Philadelphia, PA",149K miles,https://www.facebook.comN/A
