Name,Price,Location,Mileage,URL
1998 Honda civic EX Coupe 2D,"$1,500","Brooklyn, NY",168K miles,https://www.facebook.com/marketplace/item/399751122854642/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Honda accord EX Coupe 2D,"$3,000","Jamaica, NY",148K miles,https://www.facebook.com/marketplace/item/760587449173026/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord LX-S Coupe 2D,"$4,050","Teterboro, NJ",179K miles,https://www.facebook.com/marketplace/item/771199024616816/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$4,800","Brooklyn, NY",138K miles,https://www.facebook.com/marketplace/item/444279858129420/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX-L Coupe 2D,"$4,800","Woodside, NY",122K miles,https://www.facebook.com/marketplace/item/1898043253981738/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Coupe 2D,"$5,000","Ossining, NY",119K miles,https://www.facebook.com/marketplace/item/3708216992778339/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Honda civic Sport Sedan 4D,"$4,500","Englewood Cliffs, NJ",59K miles,https://www.facebook.com/marketplace/item/783332613768681/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda cr-v EX-L Sport Utility 4D,"$6,500","South Ozone Park, NY",109K miles,https://www.facebook.com/marketplace/item/407835778740296/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX-L Sedan 4D,"$6,200","West Hempstead, NY",119K miles,https://www.facebook.com/marketplace/item/1359105264763169/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Acura rsx Sport Coupe 2D,"$3,000","East Brunswick, NJ",153K miles,https://www.facebook.com/marketplace/item/412109888107004/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Honda civic EX-L Sedan 4D,"$3,000","Passaic, NJ",120K miles,https://www.facebook.com/marketplace/item/292902350530257/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord LX Sedan 4D,"$3,500","Bay Shore, NY",123K miles,https://www.facebook.com/marketplace/item/1378682262781361/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic Ex,"$5,800","Bronx, NY",147K miles,https://www.facebook.com/marketplace/item/1772105003296449/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic,"$5,000","Newark, NJ",114K miles,https://www.facebook.com/marketplace/item/270213942823323/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$5,800","Bronx, NY",106K miles,https://www.facebook.com/marketplace/item/415936987830227/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic EX-L Sedan 4D,"$4,000","Newark, NJ",122K miles,https://www.facebook.com/marketplace/item/2561941470646043/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic LX Coupe 2D,"$3,800","Brooklyn, NY",173K miles,https://www.facebook.com/marketplace/item/820841776618661/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic,"$5,000","North Brunswick, NJ",121K miles,https://www.facebook.com/marketplace/item/3672037233042299/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic Coupe LX,"$5,200","Paterson, NJ",147K miles,https://www.facebook.com/marketplace/item/1097027738226293/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$4,220","East Meadow, NY",95K miles,https://www.facebook.com/marketplace/item/979633547140558/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Honda civic EX-L w/Navigation & Honda Sensing Hatchback 4D,"$3,000","Newark, NJ",80K miles,https://www.facebook.com/marketplace/item/1616298029106262/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic LX Sedan 4D,"$4,800","Perth Amboy, NJ",170K miles,https://www.facebook.com/marketplace/item/1145452316603180/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,000","Bronx, NY",104K miles,https://www.facebook.com/marketplace/item/819580683559734/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic DX Coupe 2D,"$3,000","Newark, NJ",153K miles,https://www.facebook.com/marketplace/item/1110365443421836/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1991 Toyota camry,"$4,500","Mt Vernon, NY",124K miles,https://www.facebook.com/marketplace/item/987685919604083/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic EX Coupe 2D,"$4,000","Eastchester, NY",99K miles,https://www.facebook.com/marketplace/item/433722665727972/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX-L Sedan 4D,"$4,500","Plainfield, NJ",160K miles,https://www.facebook.com/marketplace/item/7330795060343844/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic lx,"$6,950","Parsippany, NJ",159K miles,https://www.facebook.com/marketplace/item/970445301280206/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic,"$4,500","Trenton, NJ",170K miles,https://www.facebook.com/marketplace/item/1106475160656093/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Coupe 2D,"$3,600","Patchogue, NY",139K miles,https://www.facebook.com/marketplace/item/1727230114470796/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$6,200","Bloomfield, NJ",112K miles,https://www.facebook.com/marketplace/item/1153036985870996/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$5,500","Bronx, NY",103K miles,https://www.facebook.com/marketplace/item/1229998251675196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$5,200","Baldwin, NY",124K miles,https://www.facebook.com/marketplace/item/3705606083022552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Coupe 2D,"$5,250","New City, NY",110K miles,https://www.facebook.com/marketplace/item/1355386738604297/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic,"$6,990","Valley Stream, NY",143K miles,https://www.facebook.com/marketplace/item/409326708544998/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic LX Sedan 4D,"$5,800","New York, NY",128K miles,https://www.facebook.com/marketplace/item/370136039367651/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Coupe 2D,"$5,900","Danbury, CT",147K miles,https://www.facebook.com/marketplace/item/2139338129757846/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic EX Sedan 4D,"$6,900","Reading, PA",140K miles,https://www.facebook.com/marketplace/item/815741773237780/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda accord LX-S Coupe 2D,"$6,600","Elizabeth, NJ",159K miles,https://www.facebook.com/marketplace/item/1577246416152498/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic,"$7,000","Bay Shore, NY",149K miles,https://www.facebook.com/marketplace/item/268420132891617/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord EX-L Sedan 4D,"$6,500","Bronx, NY",87K miles,https://www.facebook.com/marketplace/item/1088036185762073/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Acura tsx Sedan 4D,"$6,799","Linden, NJ",142K miles,https://www.facebook.com/marketplace/item/948694360071330/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Honda accord Touring Sedan 4D,"$3,500","East Orange, NJ",111K miles,https://www.facebook.com/marketplace/item/770612515216431/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Coupe 2D,"$6,800","Oak Ridge, NJ",109K miles,https://www.facebook.com/marketplace/item/393490600134294/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic,"$6,950","Morristown, NJ",159K miles,https://www.facebook.com/marketplace/item/897716732110171/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda fit Sport Hatchback 4D,"$7,000","Greenwich, CT",142K miles,https://www.facebook.com/marketplace/item/951636633325947/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Honda civic DX Coupe 2D,"$3,300","Edison, NJ",150K miles,https://www.facebook.com/marketplace/item/1122596615557815/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda accord Sport Sedan 4D,"$7,000","Brooklyn, NY",98K miles,https://www.facebook.com/marketplace/item/1460720161304602/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic EX Sedan 4D,"$5,900","Blackwood, NJ",131K miles,https://www.facebook.com/marketplace/item/1616498465849794/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic hybrid,"$5,000","New York, NY",127K miles,https://www.facebook.com/marketplace/item/1156840988672860/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic EX-L Sedan 4D,"$5,000","Belleville, NJ",128K miles,https://www.facebook.com/marketplace/item/857215572498792/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic Ex,"$6,000","Newark, NJ",90K miles,https://www.facebook.com/marketplace/item/1115981759449438/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$6,400","Hicksville, NY",133K miles,https://www.facebook.com/marketplace/item/1151853455846696/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$5,500","Allentown, PA",94K miles,https://www.facebook.com/marketplace/item/1392962261395065/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic,"$6,499","Brooklyn, NY",98K miles,https://www.facebook.com/marketplace/item/1381372385914334/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1994 Honda del sol Si Coupe 2D,"$6,950","Elizabeth, NJ",160K miles,https://www.facebook.com/marketplace/item/3661433614095614/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic LX Sedan 4D,"$5,900","New York, NY",106K miles,https://www.facebook.com/marketplace/item/7517070258407318/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Acura integra GS-R Sport Coupe 2D,"$6,800","Bronx, NY",98K miles,https://www.facebook.com/marketplace/item/1116727482693396/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Honda civic LX Sedan 4D,"$7,000","Fair Lawn, NJ",128K miles,https://www.facebook.com/marketplace/item/423943517259727/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$6,200","Carteret, NJ",100K miles,https://www.facebook.com/marketplace/item/251917501337083/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Acura tl 3.2 Sedan 4D,"$5,000","Allentown, PA",180K miles,https://www.facebook.com/marketplace/item/291801023971973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$6,500","Secaucus, NJ",149K miles,https://www.facebook.com/marketplace/item/7340363442742360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$5,499","Patchogue, NY",101K miles,https://www.facebook.com/marketplace/item/2681707298658598/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Honda civic Sport Coupe 2D,"$3,000","Elizabeth, NJ",58K miles,https://www.facebook.com/marketplace/item/1145798013284968/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Hyundai genesis coupe 3.8 Coupe 2D,"$6,000","Edison, NJ",165K miles,https://www.facebook.com/marketplace/item/7523747764313079/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mercedes-Benz c-class C 300 4MATIC Sport Sedan 4D,"$6,500","Bronx, NY",151K miles,https://www.facebook.com/marketplace/item/957843865510575/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Honda del sol Si Coupe 2D,"$3,500","West Point, NY",100K miles,https://www.facebook.com/marketplace/item/964991301834545/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord EX Sedan 4D,"$5,000","Langhorne, PA",180K miles,https://www.facebook.com/marketplace/item/441662631598560/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda accord EX-L Sedan 4D,"$7,000","West Harrison, NY",152K miles,https://www.facebook.com/marketplace/item/255029720932740/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX Sedan 4D,"$7,000","Oakland Gardens, NY",125K miles,https://www.facebook.com/marketplace/item/1179347000167812/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,800","Trenton, NJ",160K miles,https://www.facebook.com/marketplace/item/2539140139600157/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda accord EX-L Coupe 2D,"$4,900","Sayreville, NJ",152K miles,https://www.facebook.com/marketplace/item/1550896189024052/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Infiniti g35 Coupe,"$6,500","Newark, NJ",148K miles,https://www.facebook.com/marketplace/item/271247042726492/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Honda accord Sport Sedan 4D,"$6,800","Paterson, NJ",166K miles,https://www.facebook.com/marketplace/item/474012944972630/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Acura rsx Sport Coupe 2D,"$4,500","Garden City, NY",180K miles,https://www.facebook.com/marketplace/item/437898105409535/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Honda civic Sport Sedan 4D,"$2,000","Jersey City, NJ",82K miles,https://www.facebook.com/marketplace/item/1626902181395652/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda civic EX Sedan 4D,"$2,500","Allentown, PA",82K miles,https://www.facebook.com/marketplace/item/1151629309305131/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1991 Honda civic DX Hatchback 2D,"$5,000","Howell, NJ",65K miles,https://www.facebook.com/marketplace/item/394372160143271/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$4,900","White Plains, NY",103K miles,https://www.facebook.com/marketplace/item/783287893511982/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,900","Jamaica, NY",94K miles,https://www.facebook.com/marketplace/item/1153601165829785/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$5,900","Pleasantville, NJ",128K miles,https://www.facebook.com/marketplace/item/406718692178562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$6,400","New York, NY",105K miles,https://www.facebook.com/marketplace/item/1497535797837550/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX-L Sedan 4D,"$4,700","Pleasantville, NJ",125K miles,https://www.facebook.com/marketplace/item/946381220606978/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$6,800","Paterson, NJ",151K miles,https://www.facebook.com/marketplace/item/1362347897697288/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$4,900","Springfield, NJ",135K miles,https://www.facebook.com/marketplace/item/778386924059242/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$7,000","New York, NY",117K miles,https://www.facebook.com/marketplace/item/1786815868395649/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Honda civic EX-L Coupe 2D,"$1,999","Roselle, NJ",112K miles,https://www.facebook.com/marketplace/item/1676944816432056/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic LX Sedan 4D,"$5,999","Closter, NJ",100K miles,https://www.facebook.com/marketplace/item/1568068313766786/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Coupe 2D,"$4,500","Yonkers, NY",180K miles,https://www.facebook.com/marketplace/item/1086911469071897/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Coupe 2D,"$5,141","Newark, NJ",131K miles,https://www.facebook.com/marketplace/item/349058538136282/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda civic,"$6,495","Riverside, NJ",N/A,https://www.facebook.com/marketplace/item/740570408290054/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX-L Sedan 4D,"$5,900","Riverhead, NY",134K miles,https://www.facebook.com/marketplace/item/3581651182099901/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic EX Sedan 4D,"$6,000","Elizabeth, NJ",178K miles,https://www.facebook.com/marketplace/item/974202957622111/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX-L Sedan 4D,"$2,500","Huntington Station, NY",140K miles,https://www.facebook.com/marketplace/item/1109059013692913/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1990 Acura integra,"$6,000","Easton, PA",156K miles,https://www.facebook.com/marketplace/item/1375233419832931/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$6,800","Staten Island, NY",157K miles,https://www.facebook.com/marketplace/item/764583889133196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic EX-L Sedan 4D,"$1,995","Yonkers, NY",116K miles,https://www.facebook.com/marketplace/item/1007494730984783/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Toyota corolla S Sedan 4D,"$5,500","Trenton, NJ",180K miles,https://www.facebook.com/marketplace/item/360246257023080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Coupe 2D,"$5,000","Watertown, CT",102K miles,https://www.facebook.com/marketplace/item/3888733478029795/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Honda civic LX Coupe 2D,"$3,000","Philadelphia, PA",180K miles,https://www.facebook.com/marketplace/item/1073476423718823/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Infiniti g37 Sport,"$1,000","New York, NY",70K miles,https://www.facebook.com/marketplace/item/971313697717577/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Honda civic ex llámame *201.839.6652*🚗😁,"$2,500","Linden, NJ",52K miles,https://www.facebook.com/marketplace/item/1474333256829281/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Honda civic Sport Hatchback 4D,"$4,500","Stratford, CT",55K miles,https://www.facebook.com/marketplace/item/986614142794750/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Honda civic,"$1,000","Newark, NJ",63K miles,https://www.facebook.com/marketplace/item/3666211980329122/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$6,399","Yaphank, NY",77K miles,https://www.facebook.com/marketplace/item/1176343316888364/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Chevrolet impala SS Sedan 4D,"$5,800","Babylon, NY",103K miles,https://www.facebook.com/marketplace/item/1337317376960430/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic EX-L Coupe 2D,"$5,000","Plainfield, NJ",155K miles,https://www.facebook.com/marketplace/item/1114505466315358/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Honda civic EX Coupe 2D,"$4,000","Allentown, PA",180K miles,https://www.facebook.com/marketplace/item/469584668844173/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$5,900","Garfield, NJ",138K miles,https://www.facebook.com/marketplace/item/835755988375624/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$6,200","Bronx, NY",105K miles,https://www.facebook.com/marketplace/item/3751896998355569/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Ford mustang Coupe 2D,"$5,000","Glen Gardner, NJ",159K miles,https://www.facebook.com/marketplace/item/3681403905478746/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda fit Sport Hatchback 4D,"$7,000","Paterson, NJ",150K miles,https://www.facebook.com/marketplace/item/1009983007132462/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic VP Sedan 4D,"$4,499","Paterson, NJ",120K miles,https://www.facebook.com/marketplace/item/439529608668752/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic LX Sedan 4D,"$5,000","Flushing, NY",86K miles,https://www.facebook.com/marketplace/item/25636608699287300/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic,"$6,200","Bridgeport, CT",164K miles,https://www.facebook.com/marketplace/item/758298303084286/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1995 Honda civic EX Coupe 2D,"$6,000","South Ozone Park, NY",101K miles,https://www.facebook.com/marketplace/item/1866760050508774/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Toyota corolla LE Sedan 4D,"$4,000","Staten Island, NY",103K miles,https://www.facebook.com/marketplace/item/929237518899403/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic LX Sedan 4D,"$5,900","New York, NY",104K miles,https://www.facebook.com/marketplace/item/1336644841056148/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic DX Sedan 4D,"$5,800","Plainview, NY",139K miles,https://www.facebook.com/marketplace/item/1159121305242237/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Honda honda+civic LX+Sedan+4D,"$4,000","Passaic, NJ",99K miles,https://www.facebook.com/marketplace/item/387743104219479/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 BMW 3 series 335i Sedan 4D,"$3,000","Brooklyn, NY",170K miles,https://www.facebook.com/marketplace/item/959844815063221/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Acura tsx Sedan 4D,"$4,000","Bronx, NY",180K miles,https://www.facebook.com/marketplace/item/1388019405930384/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic EX Sedan 4D,"$4,900","Brooklyn, NY",103K miles,https://www.facebook.com/marketplace/item/1580323872760375/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Honda accord EX Sedan 4D,"$4,800","Merrick, NY",97K miles,https://www.facebook.com/marketplace/item/434856192258541/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda mazda3 i Sport Sedan 4D,"$5,000","Bronx, NY",142K miles,https://www.facebook.com/marketplace/item/842864144271291/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Mitsubishi eclipse GSX Coupe 2D,"$5,000","Allentown, PA",134K miles,https://www.facebook.com/marketplace/item/252644807875435/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda accord EX Coupe 2D,"$3,300","Irvington, NJ",99K miles,https://www.facebook.com/marketplace/item/430317466030498/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic Hybrid Sedan 4D,"$1,100","Towson, MD",138K miles,https://www.facebook.com/marketplace/item/983530913119584/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic Si Coupe 2D,"$1,800","Bethlehem, PA",113K miles,https://www.facebook.com/marketplace/item/1166974734481706/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic ex,"$6,700","Willow Grove, PA",152K miles,https://www.facebook.com/marketplace/item/798489998416239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda civic,"$6,495","Elizabeth, NJ",170K miles,https://www.facebook.com/marketplace/item/445568534680252/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda accord EX-L Sedan 4D,"$6,500","New York, NY",103K miles,https://www.facebook.com/marketplace/item/987454329763462/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic,"$6,500","Brooklyn, NY",165K miles,https://www.facebook.com/marketplace/item/3681135632101937/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX Coupe 2D,"$5,400","Clementon, NJ",140K miles,https://www.facebook.com/marketplace/item/3271642776478909/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Acura rsx Sport Coupe 2D,"$6,000","Jamaica, NY",150K miles,https://www.facebook.com/marketplace/item/421713517070430/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Toyota camry SE Sedan 4D,"$6,750","Ridgewood, NY",97K miles,https://www.facebook.com/marketplace/item/1489539851672202/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic EX-L Sedan 4D,"$5,665","Philadelphia, PA",105K miles,https://www.facebook.com/marketplace/item/943995417039129/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic LX Sedan 4D,"$5,800","Philadelphia, PA",94K miles,https://www.facebook.com/marketplace/item/1181206916636437/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Honda civic LX Sedan 4D,"$4,000","Waterbury, CT",110K miles,https://www.facebook.com/marketplace/item/1468153854080671/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,200","Edison, NJ",141K miles,https://www.facebook.com/marketplace/item/2183871985283651/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Honda civic EX-T Sedan 4D,"$5,000","Paterson, NJ",78K miles,https://www.facebook.com/marketplace/item/2767431503422050/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Acura rsx Sport Coupe 2D,"$5,000","Lakewood, NJ",103K miles,https://www.facebook.com/marketplace/item/1173104627042304/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Honda accord LX Sedan 4D,"$5,900","Plainfield, NJ",105K miles,https://www.facebook.com/marketplace/item/1114130346465696/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 BMW 5 series 550i Sedan 4D,"$7,000","Staten Island, NY",104K miles,https://www.facebook.com/marketplace/item/1108192490384621/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic LX Sedan 4D,"$5,900","Bronx, NY",105K miles,https://www.facebook.com/marketplace/item/2499498373572559/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$6,995","Neptune City, NJ",151K miles,https://www.facebook.com/marketplace/item/359288169793768/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord EX-L Coupe 2D,"$5,000","Hawley, PA",70K miles,https://www.facebook.com/marketplace/item/952472519588945/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
